Blog	four	looking	second	here	music	until	example	want	how	series	re	service	project	tech	came	best	country	asked	much	life	things	had	has	right	old	people	sure	continue	support	time	team	sign	along	love	working	such	data	so	years	didn	internet	million	quite	open	future	san	say	take	drive	ways	going	where	up	screen	many	photos	technology	being	around	world	power	favorite	her	site	am	an	as	having	tv	th	case	large	small	past	hours	via	company	states	its	always	found	really	major	number	show	self	also	play	sometimes	set	see	available	last	whole	community	person	using	couple	d	by	anything	into	link	line	us	ago	try	video	let	great	makes	tools	next	process	high	doing	could	system	face	should	hope	move	means	stuff	email	co	ve	less	web	five	become	problem	all	told	thursday	word	work	after	then	them	they	another	do	away	com	easy	night	security	post	months	way	was	update	together	global	cost	change	live	car	can	heard	product	remember	still	not	now	year	space	shows	care	friend	than	online	only	between	comes	these	media	real	read	business	your	aren	start	lot	trying	since	month	very	family	put	takes	almost	help	actually	ask	american	off	mobile	latest	pretty	during	won	probably	both	else	lives	look	while	used	march	game	some	step	within	doesn	e	go	does	facebook	click	started	control	links	including	special	times	wikileaks	need	able	based	course	she	key	single	i	well	page	twitter	home	he	stay	friends	amp	updates	companies	likely	even	ever	never	call	tell	give	president	before	personal	better	weeks	went	side	content	isn	matter	seen	seem	don	m	stop	bad	decided	said	against	three	seven	if	make	left	just	human	yes	yet	deal	popular	down	digital	daily	did	run	making	may	man	maybe	talk	nbsp	group	interesting	living	thing	think	first	long	little	anyone	were	enough	get	morning	reading	across	mark	those	different	pay	same	running	money	again	important	u	public	search	two	share	needs	through	good	everyone	house	hard	idea	done	least	part	believe	most	find	please	understand	itself	spend	big	bit	google	often	back	giving	others	later	themselves	ll	day	announced	text	taking	value	helped	thought	add	like	works	buy	our	under	every	would	phone	must	me	my	keep	end	over	writing	each	got	free	wanted	days	already	top	too	took	talking	though	watch	full	news	conference	been	quickly	several	social	everything	head	donald	no	when	focus	cool	says	goes	water	today	thousands	trump	information	platform	happened	feature	name	turn	place	coming	given	white	any	ideas	state	review	outside	come	myself	someone	week	without	seems	blog	or	there	follow	woman	far	list	design	version	rather	short	might	health	feel	story	store	nothing	his	him	wrote	are	recently	question	fast	called	users	once	issues	app	use	few	women	something	united	six	instead	looks	related	out	york	their	which	who	why	view	stories	job	will	gets	point	book	know	because	getting	own	apps	made	whether	below	other
blog maverick	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	2	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	5	1	2	0	0	0	0	4	0	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	3	1	1	1	3	1	2	4	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	4	0	2	0	0	1	2	0	0	3	3	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	4	4	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	6	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1
plasticbag.org	0	0	0	1	1	0	0	0	1	0	2	0	0	0	1	0	0	0	1	1	1	1	1	1	0	4	0	0	1	3	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	2	0	1	5	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	3	3	0	0	0	1	1	1	0	1	0	0	2	1	1	0	0	1	0	0	0	0	0	1	3	0	0	2	0	0	0	1	0	0	3	0	0	1	0	0	6	1	0	0	0	0	0	3	1	1	1	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	1	0	6	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	6	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	16	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	1	2	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	1	2	0	0	1	1	3	0	0	0	0	0	0	1	0	0	1	0	1	4	0	0	0	1	0	0	0	0	0	1	2	1	0	1	0	1	0	1	0	0	3	1	0	0	0	0	2	0	0	0	2	0	1	0	0	1	0	0	0
43 Folders	5	2	8	28	0	15	0	26	60	0	48	3	3	0	1	14	0	1	37	32	55	26	28	24	10	54	10	4	3	46	2	0	1	15	7	6	3	75	16	8	3	0	5	4	8	2	21	10	0	5	7	20	45	1	20	0	3	17	10	13	7	10	17	2	14	45	123	11	4	1	3	3	2	8	4	1	2	0	9	20	1	77	4	9	4	9	27	6	15	3	18	5	13	4	0	8	8	7	45	101	14	21	2	3	21	3	18	14	17	14	5	5	3	2	0	16	24	4	5	16	20	1	11	27	11	0	40	16	10	4	12	15	58	6	0	3	59	10	25	22	48	10	74	7	17	5	5	0	2	4	36	84	4	3	0	0	13	8	3	85	2	4	6	20	120	41	14	1	0	27	5	36	1	22	3	5	24	2	19	43	8	83	4	11	39	10	5	2	29	4	3	4	13	30	14	9	2	13	1	0	11	2	10	8	8	7	2	5	10	6	2	2	28	4	2	18	3	21	5	1	2	2	3	2	8	5	3	0	21	1	2	2	29	2	6	469	24	4	4	6	39	6	5	11	1	2	4	50	26	26	3	17	4	0	13	4	27	1	2	4	1	0	8	1	4	46	47	11	6	18	14	4	3	1	59	45	2	70	4	13	6	2	2	9	0	4	13	6	11	15	7	14	22	1	0	2	12	33	31	29	21	28	14	16	15	50	7	13	0	3	27	7	3	9	4	5	10	13	0	1	0	10	4	4	7	26	8	2	16	6	10	11	17	9	41	10	16	14	6	2	25	7	2	19	25	3	4	5	1	37	16	0	4	1	3	2	10	1	68	0	5	35	20	12	20	1	1	82	188	10	7	29	4	13	2	8	5	7	13	2	14	2	4	2	6	7	1	3	31	2	2	1	12	1	1	37	30	3	3	13	10	5	13	2	0	6	0	2	1	3	5	7	1	3	0	38	3	0	1	5	5	8	7	11	12	2	5	105	33	0	2	7	3	10	3	8	3	16	2	7	6	0	7	28	12	2	50	1	3	2	3	5	4	0	8	11	13	0	23	0	4	4	3	3	44	1	19	45	70	32	4	2	19	53	13	21	25	40	57	11	13	5	28	14	0	22
Autoblog	0	0	0	7	0	0	0	4	3	0	0	0	0	3	0	0	0	0	0	0	0	1	3	1	0	0	0	39	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	3	0	3	0	0	0	0	0	0	5	4	0	0	3	2	3	0	0	0	7	0	0	0	0	1	0	3	1	0	0	0	2	4	1	0	1	0	0	21	0	0	0	0	1	40	0	0	0	0	0	0	0	0	4	0	1	0	0	5	0	0	1	0	3	0	0	6	0	3	0	0	0	0	2	0	0	0	1	39	3	3	0	0	4	0	0	5	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	2	0	0	0	0	3	3	12	1	3	0	0	5	4	0	10	0	0	0	0	1	0	0	0	1	1	0	0	0	0	5	0	6	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	6	0	1	4	3	0	0	0	6	1	1	3	0	3	0	0	1	3	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	3	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	156	0	0	0	0	0	4	1	0	0	2	0	0	0	39	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	6	1	0	0	3	0	0	0	0	3	0	0	39	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	45	39	0	0	0	0	0	0	2	2	0	0	0	0	3	0	0	3	0	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	4	1	0	4	6	0	0	0	0	3	0	0	0	1	0	0	1	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	3	0	0	0	1	7	6	0	2	0	0	3	4	0	0	0	0	0	8	0	0	3	0	0	0	0	0	39	1	0	0	2	0	0	3	0	5	1	1	0	0	5	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0
Daily Kos	11	0	3	16	0	3	1	15	32	2	31	2	1	0	6	1	10	5	22	7	8	32	56	16	4	62	7	5	11	16	4	4	4	3	14	10	0	39	24	18	0	21	2	7	1	1	12	11	2	5	30	17	29	0	24	0	0	14	5	12	1	0	24	1	8	52	78	3	0	0	4	5	2	7	3	3	5	20	12	5	10	10	10	9	12	0	18	0	2	6	8	2	15	1	3	1	7	0	11	77	8	19	0	5	14	1	8	2	8	7	6	0	9	5	6	5	26	2	11	12	3	1	9	1	0	7	13	9	2	3	4	3	33	14	7	0	18	17	16	29	96	8	18	6	1	2	5	7	4	8	16	76	0	0	6	9	11	5	0	35	2	0	5	14	87	28	16	0	1	44	0	28	0	16	9	8	15	2	4	4	2	11	2	4	10	6	15	5	4	7	8	3	4	10	2	5	10	10	0	4	5	10	10	3	11	5	6	6	12	2	6	0	29	3	3	13	0	16	14	0	0	3	4	1	9	7	9	2	9	6	4	10	27	6	5	51	12	2	5	4	110	2	5	5	0	7	11	23	6	10	7	5	2	29	15	1	7	2	3	3	2	7	4	3	3	20	11	8	10	2	40	21	11	7	38	23	4	44	3	2	7	4	4	8	3	4	13	5	11	10	4	6	4	0	12	0	3	10	12	22	5	5	9	36	5	18	8	0	6	2	25	2	11	9	3	3	9	1	15	8	0	15	1	8	18	4	6	39	4	4	5	7	3	6	16	3	2	1	2	2	21	2	0	2	15	3	1	7	3	9	17	1	2	2	1	2	7	1	22	5	2	31	33	13	56	0	1	3	8	4	6	24	0	4	6	4	2	8	21	9	15	2	1	4	5	2	9	2	35	1	5	2	4	5	31	29	29	2	1	13	3	5	17	2	124	5	0	4	0	3	6	6	3	3	22	17	0	18	2	4	13	1	3	5	9	3	0	42	44	1	6	9	3	0	2	1	2	9	69	4	2	0	1	59	14	5	95	2	6	2	8	0	12	6	0	0	5	25	2	5	0	10	2	4	44	3	70	28	78	7	2	1	7	37	2	3	5	23	34	8	12	0	7	9	4	30
Google Blogoscoped	0	0	1	2	0	0	0	2	5	0	5	6	0	1	0	4	0	1	4	0	1	3	1	1	0	3	0	0	0	4	0	0	0	2	2	0	0	7	1	0	0	0	0	2	1	0	0	1	0	0	2	1	3	1	0	0	1	0	2	1	0	0	0	4	1	5	12	0	0	0	1	0	1	2	0	2	0	0	1	2	0	0	0	5	1	0	2	0	0	1	4	0	0	0	0	0	4	0	2	4	0	3	1	0	1	1	0	0	2	0	1	0	1	2	0	2	1	0	0	0	0	0	0	1	0	0	4	1	4	3	0	0	5	0	0	0	1	0	3	4	7	2	3	0	0	1	0	0	2	0	1	6	0	1	0	0	1	1	1	10	0	0	0	0	5	4	0	0	0	0	0	1	1	2	0	1	1	0	0	2	0	8	1	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	2	2	0	1	1	2	0	2	3	0	0	0	0	1	0	0	2	0	0	2	0	0	1	0	2	0	1	0	0	0	1	18	2	0	0	1	2	0	1	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	4	2	0	0	0	2	0	0	0	8	3	1	6	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	7	0	1	1	0	2	1	0	1	1	0	5	0	1	2	0	3	2	0	1	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	3	0	0	0	0	3	3	0	0	0	0	0	0	28	1	3	0	1	2	1	6	3	0	1	0	0	0	0	3	6	0	0	3	0	1	11	4	0	4	7	0	0	1	0	3	0	2	0	0	1	1	2	1	0	3	0	2	1	0	4	1	1	0	0	0	0	6	4	0	0	1	1	0	1	0	0	0	0	0	2	2	0	2	0	0	0	3	0	0	0	0	1	0	1	0	0	0	1	7	5	0	0	0	1	1	0	0	0	0	0	1	0	2	0	1	0	0	6	0	4	1	1	0	1	0	4	3	1	0	2	0	0	0	0	0	2	0	4	5	5	0	2	0	0	1	0	0	0	2	5	0	0	6	2	1	1	4
Deadspin	3	0	3	0	0	0	0	0	2	1	2	0	0	0	1	4	0	2	2	0	0	2	6	2	3	0	0	0	1	3	4	0	1	1	0	0	0	2	2	0	0	1	0	1	0	2	1	4	0	0	1	1	10	0	1	0	0	1	3	0	0	1	0	0	0	6	7	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	3	0	2	1	2	2	0	0	0	0	2	0	0	0	0	0	0	4	0	1	0	0	0	1	2	0	1	1	1	0	2	0	0	0	1	1	3	1	0	0	1	0	1	0	2	0	0	0	0	0	7	0	3	0	0	9	3	2	2	1	1	1	0	0	1	1	0	2	0	5	0	1	0	0	0	1	0	2	0	0	0	1	1	3	5	0	0	0	1	2	0	0	0	0	2	0	0	25	0	5	0	1	1	0	2	1	1	0	2	1	2	0	1	0	0	4	0	0	0	2	0	2	1	0	0	0	2	1	0	10	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	4	9	0	0	0	0	0	1	0	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	2	0	4	0	1	1	1	0	6	0	2	1	2	1	4	0	0	0	2	0	1	1	0	1	0	0	0	0	0	1	3	1	0	0	1	0	1	0	0	0	1	2	2	0	0	1	1	0	0	0	0	0	1	0	0	1	3	0	0	0	0	1	0	0	0	2	1	0	0	0	0	2	0	0	0	1	1	1	1	2	1	3	3	0	0	1	0	1	1	3	0	0	1	0	1	0	0	0	0	1	1	0	2	0	2	1	4	0	0	1	2	0	0	0	0	0	0	1	0	6	0	1	0	0	1	0	2	1	0	0	0	1	2	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	1	1	0	0	1	1	2	0	0	2	0	1	0	1	0	0	0	0	0	0	0	12	4	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	3	1	3	0	0	0	1	3	0	0	0	0	2	2	0	0	1	0	0	1
The Dish	0	2	0	2	0	0	4	1	6	0	2	0	0	0	0	0	0	0	2	1	3	4	8	0	3	5	0	1	2	6	0	0	0	7	0	0	0	6	11	3	2	1	1	2	0	0	1	1	0	0	2	0	7	0	3	1	0	0	4	7	0	2	1	2	2	9	21	0	1	0	1	0	0	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	12	0	1	0	0	3	2	0	0	0	0	0	0	1	0	1	1	1	1	3	3	4	0	0	0	3	0	3	1	0	1	1	1	6	1	1	1	3	2	7	0	8	2	3	0	1	0	0	0	4	0	0	10	1	0	0	0	0	1	0	4	0	0	1	2	6	2	3	0	1	0	1	4	0	3	1	0	5	0	1	9	0	12	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	2	0	2	1	2	0	1	0	3	0	0	0	1	1	0	0	1	0	3	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	38	1	0	0	1	3	0	1	0	0	0	2	4	0	2	0	0	0	1	1	1	2	0	1	0	2	1	0	0	1	4	1	0	1	0	4	1	1	3	2	2	0	4	0	1	1	0	0	1	1	0	2	0	0	1	1	1	2	0	0	0	1	1	1	4	6	2	2	1	1	2	2	3	0	0	2	1	0	2	0	1	0	0	3	1	0	1	0	0	4	0	0	2	1	3	0	2	3	0	5	2	3	1	1	0	2	0	0	2	3	0	1	0	0	3	9	0	0	1	0	0	2	0	0	0	0	4	2	1	1	0	0	11	17	1	3	3	2	0	0	0	1	0	0	0	1	1	0	1	0	0	2	0	6	0	0	0	0	1	0	6	5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	2	0	6	3	3	1	0	0	0	0	0	1	3	1	1	0	3	0	2	11	0	1	7	4	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	7	2	5	3	2	0	1	5	0	0	3	6	1	0	1	0	2	0	0	2
kottke.org	4	4	4	14	5	2	7	4	22	0	5	2	7	0	2	14	6	2	13	14	11	18	29	9	14	34	3	0	1	23	4	0	2	1	5	4	1	20	21	3	2	6	2	3	2	1	5	4	0	1	5	6	18	2	5	0	4	10	8	14	2	0	13	2	1	35	39	2	0	2	1	6	5	9	5	8	1	3	8	2	4	5	1	6	6	2	19	0	6	7	14	2	13	4	2	5	6	1	6	47	3	18	0	3	10	6	5	28	4	4	2	4	1	6	5	3	11	0	2	2	0	2	5	1	2	4	7	7	0	8	8	0	14	5	1	1	8	9	20	13	40	1	9	4	0	1	4	0	3	5	6	63	0	1	1	0	2	6	2	14	2	2	2	12	27	13	15	3	2	3	1	30	1	10	3	4	11	2	0	5	5	13	1	1	5	2	10	2	5	3	4	6	4	4	2	0	5	5	2	0	5	3	4	3	2	1	2	6	8	8	1	4	21	0	5	1	0	5	1	0	1	1	6	0	0	0	5	0	2	1	2	1	11	1	2	81	8	1	2	3	30	1	1	0	0	0	1	16	2	4	1	0	1	2	5	0	6	5	3	2	0	2	1	3	0	6	6	0	0	0	10	2	7	2	27	13	2	11	6	3	0	0	4	5	3	2	7	0	7	2	3	3	3	264	0	8	2	5	7	19	3	6	1	22	7	5	0	2	4	3	11	9	2	10	0	1	3	3	1	1	0	7	0	3	8	10	3	1	2	4	1	1	4	4	11	5	0	1	3	3	3	1	0	4	10	0	2	5	3	5	9	2	0	3	0	0	3	0	29	3	0	16	3	13	21	0	2	12	25	2	2	8	0	14	3	1	3	4	2	9	13	6	0	0	1	6	0	0	25	2	2	1	1	1	2	9	23	5	2	2	1	5	7	3	4	6	0	3	1	1	2	3	2	2	5	6	1	5	2	3	5	5	2	2	5	2	0	32	19	2	4	7	6	9	1	1	6	9	1	2	4	0	2	29	8	4	49	8	1	2	6	0	4	0	0	9	10	6	5	2	2	2	5	2	27	4	22	24	21	1	0	3	2	10	1	3	13	9	6	0	4	0	21	2	2	16
O'Reilly Radar	10	0	0	0	2	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	0	0	0	0	2	1	0	1	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	7	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	10	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0
MetaFilter	0	0	1	3	2	1	0	1	1	2	6	0	0	0	0	1	3	0	2	8	0	2	6	1	1	4	1	0	1	4	0	7	0	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	3	2	0	1	6	4	1	1	4	0	0	9	7	0	0	2	1	1	1	0	0	2	0	0	3	0	0	1	0	2	2	1	3	1	1	0	0	2	1	0	1	1	1	0	3	12	1	5	0	1	2	0	0	2	1	1	1	0	1	0	0	1	1	0	2	1	1	0	0	0	0	0	2	1	0	2	2	4	8	1	0	0	3	1	1	0	5	2	2	0	1	0	2	0	0	0	4	6	0	1	0	0	2	1	0	7	1	0	0	0	8	0	1	1	0	0	0	4	1	2	3	0	3	0	1	2	0	7	0	1	0	0	0	0	4	0	1	0	1	0	1	1	2	1	0	0	1	1	0	1	0	1	0	3	0	0	0	2	3	0	2	2	0	1	2	2	1	2	0	4	2	1	1	0	0	0	1	0	4	0	1	11	2	2	0	3	4	0	0	4	0	0	1	1	0	0	0	0	0	0	2	0	4	0	1	0	1	0	1	0	0	1	2	0	0	0	1	1	5	0	6	0	0	3	2	1	0	0	1	2	1	0	2	1	1	3	0	1	1	0	0	1	3	1	3	6	1	1	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	1	0	0	2	3	0	0	0	1	0	0	1	0	3	1	0	0	0	0	1	0	1	0	4	0	2	1	0	0	2	0	0	0	0	1	0	0	6	0	0	4	0	0	2	0	0	0	0	0	0	2	0	4	0	0	0	0	0	3	2	1	1	1	0	2	1	0	4	0	0	0	0	0	0	6	1	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	10	7	2	2	0	0	1	3	1	1	1	0	0	0	0	0	5	4	0	11	1	0	0	0	0	2	2	0	0	2	2	4	0	0	0	1	3	3	1	3	4	7	2	0	0	0	2	0	1	2	1	3	0	3	0	1	0	2	3
Lifehack	0	0	0	2	3	0	0	9	12	0	6	0	0	0	0	3	0	1	0	8	2	0	1	0	2	10	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	6	0	2	0	0	0	2	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0	1	1	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	3	2	0	0	1	0	3	0	0	0	1	0	0	2	0	0	10	0	0	0	0	0	20	1	0	1	0	1	0	1	6	0	0	9	0	0	2	0	3	0	12	0	0	0	1	2	0	5	0	1	2	0	2	5	0	18	0	0	1	0	0	0	0	0	2	0	1	0	2	0	0	3	0	0	0	0	1	1	0	0	1	1	0	0	0	4	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	14	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	0	5	1	0	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	2	0	0	4	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	2	2	1	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	2	2	0	0	0	1	2	0	0	2	0	0	0	0	1	0	0	3	0	3	3	0	0	1	1	0	1	6	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	6	2	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	4	0	4	0	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	3	0	2	5	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	2	2	0	0	3	2	0	0	2	9	0	1	1	0	0	0	0	1
Lifehacker	2	0	1	11	0	0	0	1	9	0	6	0	0	0	0	5	0	0	3	0	0	1	2	0	1	4	0	0	1	2	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	2	2	1	2	1	8	0	0	0	0	1	1	0	0	0	0	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	3	6	0	0	0	0	2	0	1	2	0	0	0	0	0	0	1	0	0	2	0	3	0	0	3	0	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	5	2	0	0	1	1	8	1	1	0	4	1	0	5	5	0	0	1	1	1	2	0	0	0	1	1	1	1	0	0	0	1	2	6	0	0	0	2	6	2	3	1	0	1	0	0	1	5	2	1	1	0	0	25	1	20	1	0	1	1	0	1	0	0	1	0	1	1	2	2	0	3	2	0	1	0	1	4	1	1	0	0	2	0	0	0	4	0	2	2	2	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	2	0	14	0	0	0	7	0	0	0	0	0	0	2	5	0	2	0	1	5	0	0	0	2	0	0	0	0	1	0	0	0	4	2	2	1	0	0	0	0	0	5	4	0	8	0	0	2	0	1	3	0	1	1	0	1	0	2	0	0	0	0	0	0	3	0	1	2	2	1	0	0	3	0	0	1	0	3	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	3	1	2	1	0	0	1	0	3	0	0	0	0	0	1	0	2	2	0	0	0	0	0	2	3	1	0	0	0	0	0	2	11	1	2	1	1	4	1	1	0	6	3	1	0	1	0	0	3	0	0	1	0	1	2	1	0	2	0	0	0	0	2	0	0	0	1	0	0	0	5	0	0	0	0	1	6	0	0	0	0	2	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	1	2	0	0	7	8	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	8	0	0	0	0	2	1	0	0	5	0	0	3	0	0	1	2	0	4	0	5	1	3	1	0	0	0	1	0	0	0	3	1	2	3	2	0	1	0	0
